compound_id,base_rdkit_smiles,relation_cdk1,avg_pIC50_cdk1,relation_cdk2,avg_pIC50_cdk2,relation_cdk4,avg_pIC50_cdk4,relation_cdk5,avg_pIC50_cdk5,relation_cdk6,avg_pIC50_cdk6,relation_cdk7,avg_pIC50_cdk7,relation_cdk8,avg_pIC50_cdk8,relation_cdk9,avg_pIC50_cdk9,relation_cdk12,avg_pIC50_cdk12,relation_cdk13,avg_pIC50_cdk13
CHEMBL1998112,COc1ccc(-c2cc3nccn3c(Nc3ccccc3C(N)=O)n2)cc1OC,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL1998121,NCCC(C(=O)Nc1ccc2[nH]ncc2c1)c1ccc(Cl)c(Cl)c1,,5.200000237109354,,6.0999990348465305,,,,5.59999938302362,,,,,,,,,,,,
CHEMBL1998159,Cc1n[nH]c2cnc(-c3cncc(OCC(N)Cc4cccc(C(F)(F)F)c4)c3)cc12,,7.50003813440381,,8.0,,,,7.199970640755866,,,,,,7.899974269892137,,,,,,
CHEMBL1998193,O=C(NCCCCCCNC(=O)Nc1cccnc1)Nc1cccnc1,<,5.100000128334196,,5.200000237109354,,,<,5.0,,,,,,,,,,,,
CHEMBL1998228,Clc1cc2nnc(-c3ccccc3)n2cn1,,,,,,,,,,,,4.70000006855703,,,,,,,,
CHEMBL1998253,CN(C)c1ccc(N)c2ccccc12,,,,,,,,,,,<,5.40000018605658,<,5.40000018605658,,,,,,
CHEMBL1998405,COc1ccc(CCN(C)C(=O)CCc2ccc(Cl)c(Cl)c2)cc1OC,,,,,,,,,,,,,,5.59999938302362,,,,,,
CHEMBL1998414,Cc1n[nH]c2sc(C(=O)NCCc3ccc(Cl)cc3)cc12,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL1998432,NC1CCCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)C1,,,,6.799998134593398,,,,6.900008766455316,,,,7.599980364934842,,7.599980364934842,,7.79997073344623,,,,
CHEMBL1998435,OCCNc1cc2cc(-c3ccncc3)ccc2cn1,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL1998470,CCCC(=O)Nc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,,,,5.899998417198648,,,,6.900008766455316,,,,6.399996913372259,,8.100015437450608,,6.699991797446187,,,,
CHEMBL1998545,O=C(NC(CO)Cc1ccccc1)c1ccc(-c2ccncc2)cc1,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL1998551,CC(C)(O)c1nnc2ccc(-c3c(-c4ccc(F)cc4F)nc4n3CCC4)nn12,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL1998585,Nc1ncnc2scc(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,,5.200000237109354,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL1998611,NC(=O)c1sc2c(Br)ccc(Cl)c2c1N,,6.299997602857746,,6.299997602857746,,,,5.700000503883016,,,,,,,,,,,,
CHEMBL1998680,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(-c2cccc(OCC(=O)NCCO)c2)n1,,,,,,,<,5.499999678657065,,,<,5.40000018605658,,6.299997602857746,,,,,,
CHEMBL1998765,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(-c2ccc(OCCC(N)=O)cc2)n1,,,,,,,,5.800000874803203,,,,,,5.700000503883016,,,,,,
CHEMBL1998826,Cc1n[nH]c2ccc(-c3cncc(OCCN(C)S(C)(=O)=O)c3)cc12,,,,6.299997602857746,,,,,,,,,,,,,,,,
CHEMBL1998829,O=C(Nc1cnc2[nH]cc(-c3ccccc3)c2c1)c1ccc(Cl)cc1,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL1998953,c1ccc(-c2c[nH]c3ncnc(N4CCCCC4)c23)cc1,,,,,,,,,,,,,,5.800000874803203,,,,,,
CHEMBL1999112,CCOC(=O)C1=c2sc(=Cc3ccco3)c(=O)n2C(N)=C(C#N)C1c1ccco1,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,<,5.800000874803203,,,,,,,,
CHEMBL1999120,CC(C)c1cc(=O)[nH]c2[nH][nH]c(=O)c12,,,,,,,,4.800000052738446,,,,4.300000029139088,,4.499999953328896,,4.399999967876858,,,,
CHEMBL1999126,CC1=NN(c2ccccc2)C(=O)C1=Cc1c(C)c(C#N)c2nc3ccccc3n2c1O,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL1999153,FC(F)(F)c1ccccc1CNc1nccc(-c2c[nH]c3ncccc23)n1,,,,8.299988937677888,,,,,,,,,,,,,,,,
CHEMBL1999321,O=c1c(NCCc2ccc(Oc3ccccc3)cc2)c(Nc2ccncc2)c1=O,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL1999414,CCN(CC)CCCNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12,,,<,5.499999678657065,,,<,5.499999678657065,,,,6.399996913372259,,7.100015437450609,<,5.800000874803203,,,,
CHEMBL1999428,CC(NC(=O)c1ccc(-c2ccncc2)cc1)c1ccccc1,,5.300000202445418,,5.40000018605658,,,<,5.0,,,,,,,,,,,,
CHEMBL1999484,CNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)s1,,,,,,,,8.100015437450608,,,,6.499996931948306,,5.700000503883016,,7.199970640755866,,,,
CHEMBL1999496,Cc1cccc(C2(c3cccc(C)c3)CC2C(=O)Nc2ccncc2)c1,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL1999506,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2cccc(C(=O)NCCCCC(=O)O)c2)n1,,,,,,,,,,,<,5.40000018605658,,5.59999938302362,,,,,,
CHEMBL1999556,NC(=O)c1cc2c(-c3ccccc3)cncc2s1,,6.199998172182031,,6.299997602857746,,,,6.799998134593398,,,,,,,,,,,,
CHEMBL1999590,Cc1cc(-c2ccccc2)n(-c2cc(NN=Cc3ccco3)ncn2)n1,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL1999714,Cc1ccc2c(c1)NC(=O)c1ccccc1N2,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL1999718,N#Cc1ccc(NC(=O)Nc2ccnc3cc(C(F)(F)F)ccc23)nc1,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL1999749,COc1cc(Nc2ncnc3ccc(-c4ccc(CN5CC6C(CO)C6C5)cc4)cc23)ccc1Oc1ccccc1,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL1999774,Cc1c(Cl)c(N2CCC(CN)C2)nc2[nH]cc(C(=O)O)c(=O)c12,,,,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL1999811,O=C(NN=Cc1ccc(O)cc1O)Nc1cccc2nsnc12,<,5.100000128334196,<,5.100000128334196,,,,5.100000128334196,,,,,,,,,,,,
CHEMBL1999918,NC(=O)c1cc2c(-c3ccc(Br)c(F)c3F)cncc2s1,,6.599997654072044,,6.499996931948306,,,,7.299988937677887,,,,,,,,,,,,
CHEMBL1999931,O=C(Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12)c1ccccc1,,8.299988937677888,,,,,,8.0,,,,,,,,,,,,
CHEMBL2000029,Cc1ccccc1-c1c(-c2ccc3[nH]nc(N)c3c2)nnn1Cc1ccccc1,,,,,,,,8.100015437450608,,,,6.399996913372259,,7.50003813440381,,7.899974269892137,,,,
CHEMBL2000071,OCCCNc1ncnc2[nH]cc(-c3ccccc3)c12,,6.0,,6.199998172182031,,,,6.399996913372259,,,,,,,,,,,,
CHEMBL2000104,CCS(=O)(=O)c1ccc(-c2cncc3sc(C(N)=O)cc23)cc1,,,,5.800000874803203,,,,6.0,,,,,,,,,,,,
CHEMBL2000114,CSc1c[nH]c2ncnc(NCCCO)c12,,5.40000018605658,,5.499999678657065,,,,5.300000202445418,,,,,,,,,,,,
CHEMBL2000271,Cc1n[nH]c2ccc(-c3cncc(OCC(CN)Cc4ccccc4)c3)cc12,,6.499996931948306,,6.799998134593398,,,,6.900008766455316,,,,,,,,,,,,
CHEMBL2000335,Cc1ccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2)cc1C,,6.499996931948306,,5.100000128334196,,,,5.300000202445418,,,,,,,,,,,,
CHEMBL2000345,COc1cc(C=C(C#N)c2nc3cc(C)ccc3[nH]2)c(Br)cc1O,,6.0999990348465305,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2000354,COc1ccc(C=C2SC(=Nc3ccccc3)NC2=O)cc1O,,5.200000237109354,<,5.100000128334196,,,<,5.0,,,<,5.800000874803203,,,,,,,,
CHEMBL2000393,O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1C1CCOc2c(F)cccc21,,5.59999938302362,,6.799998134593398,,,,5.800000874803203,,,,,,,,,,,,
CHEMBL2000408,Cc1cn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3F)nc2c(C)n1,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2000429,CC(C)Oc1nccn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3F)nc12,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2000433,CCNNc1cc(C)c(C#N)c2nc3ccccc3n12,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2000481,NCCNS(=O)(=O)c1cccc(C(=O)Nc2ccc(-c3n[nH]c(=O)c4ccccc34)cc2)c1,<,5.100000128334196,,5.59999938302362,,,<,5.0,,,,,,,,,,,,
CHEMBL2000508,Fc1ccc(-c2nc3sccn3c2-c2ccncc2)cc1,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2000568,CC(=O)c1cccc(-c2cnc3[nH]ccc3c2)c1,,5.40000018605658,,5.300000202445418,,,,5.499999678657065,,,,5.499999678657065,,6.299997602857746,<,5.800000874803203,,,,
CHEMBL2000685,CC(=NNC(=N)N)c1cc(NC(=O)c2cccc(C(=O)Nc3cc(C(C)=NNC(=N)N)cc(C(C)=NNC(=N)N)c3)c2)cc(C(C)=NNC(=N)N)c1,,6.799998134593398,,6.900008766455316,,,,6.499996931948306,,,,,,,,,,,,
CHEMBL2000724,Cc1cc(O)nc2[nH]nc(-c3cccc(-c4ccc(C#N)cc4)c3)c12,,,,,,,,,,,,,<,5.40000018605658,<,5.800000874803203,,,,
CHEMBL2000801,O=C(Nc1ccc(-c2cccc3sncc23)cc1)Nc1ccc(F)c(C(F)(F)F)c1,<,5.100000128334196,<,5.100000128334196,,,<,5.100000128334196,,,,,,,,,,,,
CHEMBL2000832,COc1cc(-c2ccc3c(c2)Nc2ccc(C(=O)NCc4cccc(F)c4)cc2NC3=O)ccc1O,,7.100015437450609,,6.299997602857746,,,,7.599980364934842,,,<,5.800000874803203,,5.499999678657065,,,,,,
CHEMBL2000879,c1ccc(C2CCc3[nH]ncc3C2)cc1,,,,,,,,4.70000006855703,,,,,,4.399999967876858,,4.300000029139088,,,,
CHEMBL2000894,Cc1cc(O)ccc1-n1cc(C(=O)NN)c(=O)c2ccc(-c3ccncc3)cc21,,5.800000874803203,,6.199998172182031,,,,5.800000874803203,,,,,,,,,,,,
CHEMBL2000934,CCc1ccc2nccc(NC(=O)Nc3cccc(C(F)(F)F)n3)c2c1,,,,,,,,,,,,,,7.199970640755866,,,,,,
CHEMBL2001019,OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,<,4.522878745280337,<,4.522878745280337,<,4.522878745280337,<,4.522878745280337,<,4.522878745280337,<,4.522878745280337,<,5.40000018605658,<,4.522878745280337,<,4.522878745280337,<,4.522878745280337
CHEMBL2001149,Oc1ccc2nc(-c3ccc(Sc4ccc(-c5nc6ccc(O)cc6[nH]5)cc4)cc3)[nH]c2c1,,,,,,,,5.499999678657065,,,<,5.40000018605658,,5.499999678657065,,,,,,
CHEMBL2001224,Cc1cc(OC2CCCC2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2001239,Nc1ncnc(Nc2cc(CNC(=O)C(F)(F)F)c(O)c(-c3ccc(Cl)cc3)c2)n1,<,5.100000128334196,,5.499999678657065,,,,5.200000237109354,,,,,,,,,,,,
CHEMBL2001257,CCN(CC)CC#Cc1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12,<,5.100000128334196,<,5.200000237109354,,,<,5.0,,,,,,,,,,,,
CHEMBL2001288,Nc1ncnc2c1c(I)nn2C1OC(CO)C(O)C1O,,5.200000237109354,,5.499999678657065,,,,5.100000128334196,,,,,,,,,,,,
CHEMBL2001398,CC(C)(C)CCOc1cc(-c2ccc(C(N)=O)cc2)cc2[nH]nc(N)c12,,,,,,,,,,,,,,6.199998172182031,,,,,,
CHEMBL2001451,CN(C)CCCCNC(=O)c1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc3ccccc23)c1,,,,,,,,,,,,,,5.59999938302362,,,,,,
CHEMBL2001477,NC(=O)c1ccc(-c2ccncc2)cc1NCc1ccccc1,,,<,5.100000128334196,,,,,,,,,,,,,,,,
CHEMBL2001485,Cc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C(C)C(=O)N(C)C)c5)cnc(N)c34)cc2)cc1,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2001539,c1cc2c(s1)CCc1cn[nH]c1-2,,,,,,,,5.200000237109354,,,,4.499999953328896,,5.300000202445418,,4.70000006855703,,,,
CHEMBL2001547,CCc1nccn2c(-c3ccnc(NCC(C)(C)O)n3)c(-c3ccc(F)cc3F)nc12,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2001584,Cn1cc(-c2cccc(NC(=O)c3ccc(C(C)(C)C)cc3)c2CO)cc(Nc2ccc(C(=O)N3CCOCC3)cn2)c1=O,,,,,,,<,5.499999678657065,,,<,5.40000018605658,<,5.40000018605658,<,5.800000874803203,,,,
CHEMBL2001613,O=c1[nH][nH]c2ccc(Br)cc12,,,,,,,,5.499999678657065,,,,4.70000006855703,,5.0,,5.300000202445418,,,,
CHEMBL2001641,CC(C)(O)c1cn(-c2ccc3[nH]ncc3c2)nn1,,,,,,,,5.300000202445418,,,,5.0,,4.800000052738446,,5.0,,,,
CHEMBL2001668,O=c1[nH]cc(I)c2nc(-c3ccccc3)cn12,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2001704,Nc1nnc2sc3ccccc3n12,,,,,,,,4.399999967876858,,,,,,,,,,,,
CHEMBL2001751,NC(COc1cncc(-c2ccc3c(c2)C(=Cc2ccco2)C(=O)N3)c1)Cc1c[nH]c2ccccc12,,6.599997654072044,,6.900008766455316,,,,6.699991797446187,,,,,,,,,,,,
CHEMBL2001920,O=C1NC(=S)SC1=C1C(=O)Nc2ccc(Br)cc21,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,<,5.800000874803203,,,,,,,,
CHEMBL2001923,O=C1Nc2cc(CCOc3ccc(N4CCOCC4)cc3)ccc2Nc2cc(-c3cn(Cc4cc(F)c(F)c(F)c4)c4cnccc34)ccc21,,,<,5.100000128334196,,,<,5.200000237109354,,,<,5.40000018605658,<,5.40000018605658,<,5.800000874803203,,,,
CHEMBL2001957,CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(OCC(F)(F)F)nccn23)n1,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2001987,O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2c(F)ccc(F)c12,,,,,,,<,5.499999678657065,,,<,5.40000018605658,<,5.40000018605658,<,5.800000874803203,,,,
CHEMBL2001998,CNC(=O)N1CCN(CCCOc2ccc3c(c2)-c2[nH]nc(-c4ccc(C#N)nc4)c2C3)CC1,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2002099,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,,,,,,,<,5.499999678657065,,,<,5.40000018605658,,5.449999932356823,<,5.800000874803203,,,,
CHEMBL2002105,Nc1n[nH]c2ncc(Br)cc12,,,,,,,,6.0,,,,4.70000006855703,,5.200000237109354,,4.800000052738446,,,,
CHEMBL2002165,CC(O)Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2002182,O=c1[nH]nc2c(-c3ccccc3)cccn12,,,,,,,,,,,,,,4.200000030616179,,,,,,
CHEMBL2002240,CC(=O)Nc1cc(N)c(C#N)c(-c2ccc3ccccc3c2)n1,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2002322,NC(=O)c1cc2c(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cncc2s1,,6.0,,5.499999678657065,,,,5.40000018605658,,,,,,,,,,,,
CHEMBL2002323,Cc1ccc(F)c(-c2ccc3nnc(N)n3c2)c1,,,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2002346,c1ccc(CNc2cc(-c3c[nH]c4ncccc34)ncn2)cc1,,,,7.79997073344623,,,,,,,,,,,,,,,,
CHEMBL2002373,OCCCn1cnc(-c2ccccc2)c1-c1ccncc1,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2002407,COc1cc(C=C(C#N)c2n[nH]c(N)c2C#N)ccc1O,,6.199998172182031,,5.899998417198648,,,,5.59999938302362,,,,,,,,,,,,
CHEMBL2002418,Nc1cc(Nc2ccc(O)c(CNC(=O)C(F)(F)F)c2)ncn1,,,,,,,,6.0999990348465305,,,,,,,,,,,,
CHEMBL2002432,CC(C)Nc1nccc(Nc2ncc(-c3ccccc3)s2)n1,,,,,,,,,,,,5.800000874803203,,,,,,,,
CHEMBL2002446,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOCC5CC5)c4)n[nH]c2-3)CC1,<,5.100000128334196,,5.40000018605658,,,<,5.0,,,,,,,,,,,,
CHEMBL2002450,COc1ccc(-c2ccc(N)cc2)c2cnoc12,,,,,,,,,,,,,,,<,4.200000030616179,,,,
CHEMBL2002456,CC(C)(C)Oc1cc(-c2ccncc2)cc2[nH]nc(N)c12,,,,6.900008766455316,,,,,,,,,,,,,,,,
CHEMBL2002470,O=C1CN=C(c2cccc(Cl)c2)c2c(sc3c2CCCC3)N1,,,,5.100000128334196,,,,,,,,,,,,,,,,
CHEMBL2002471,Nc1cc2c(Oc3ccc(Cl)cc3)cncc2s1,,,,,,,,,,,,,,6.0,,,,,,
CHEMBL2002479,NCCCOc1cc2c(c(-c3ccc(Nc4nc5ccc(Cl)cc5o4)cc3)c1)CNC2=O,,5.300000202445418,<,5.100000128334196,,,,5.499999678657065,,,,,,,,,,,,
CHEMBL2002553,Cc1nsc2[nH]cc(C(=O)O)c(=O)c12,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2002586,Clc1cc(Nc2nc(NC3CC3)c3sccc3n2)ccc1N1CCOCC1,,,,,,,,5.499999678657065,,,,5.499999678657065,<,5.40000018605658,<,5.800000874803203,,,,
CHEMBL2002599,O=C(Nc1cnccn1)Nc1ccnc2ccc(N3CC4COCC4C3)cc12,,,,,,,<,5.499999678657065,,,<,5.40000018605658,,7.0,<,5.800000874803203,,,,
CHEMBL2002613,COc1cc(OC)cc(C(=O)Nc2n[nH]c3ccc(-c4cn(Cc5ccccc5)nn4)cc23)c1,,,,6.599997654072044,,,,6.799998134593398,,,,6.399996913372259,,7.50003813440381,<,5.800000874803203,,,,
CHEMBL2002649,COc1ccc2c(c1)C(=Cc1c[nH]cn1)C(=O)N2,,6.499996931948306,,7.299988937677887,,,,8.100015437450608,,,,7.0,<,5.499999678657065,,6.299997602857746,,,,
CHEMBL2002660,COCCN(C)C(=O)c1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc3ccccc23)c1,,,,,,,,,,,<,5.40000018605658,,,,,,,,
CHEMBL2002682,Cc1cccc(Cl)c1-c1cccc2c(CCCOc3cccc4ccccc34)c(C(=O)NCCOCCOCCN)[nH]c12,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2002690,O=C(Nc1nc2c(O)cccc2s1)Nc1ccccc1-c1ccccc1,,,,,,,<,5.499999678657065,,,<,5.40000018605658,<,5.40000018605658,<,5.800000874803203,,,,
CHEMBL2002702,Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[nH]1,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2002723,CC(=O)Nc1ccc(-n2nc3ccc(N)nc3n2)cc1,,,,,,,,,,,,5.59999938302362,,5.59999938302362,,6.0,,,,
CHEMBL2002726,Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccccc4)c3)cc12,,6.799998134593398,,7.100015437450609,,,,6.900008766455316,,,,,,,,,,,,
CHEMBL2002736,CCOCC(C)Oc1cccc2[nH]nc(N)c12,,,,,,,,5.800000874803203,,,<,5.40000018605658,,5.59999938302362,,,,,,
CHEMBL2002992,CC(N)C1CCC(C(=O)Nc2ccnc3[nH]ccc23)CC1,,6.199998172182031,,6.0,,,<,5.300000202445418,,,,6.0,,6.299997602857746,<,5.800000874803203,,,,
CHEMBL2003119,CC1c2cccn2CCN1Cc1nc2scc(-c3ccco3)c2c(=O)[nH]1,,,,,,,,,,,,,,,,5.800000874803203,,,,
CHEMBL2003229,CN(C)c1cc(-c2ccncc2)cc2[nH]nc(N)c12,,,,6.199998172182031,,,,,,,,6.699991797446187,,,,7.0,,,,
CHEMBL2003271,NC(=O)c1sc2ccc(Cl)c(Cl)c2c1NC(=O)c1ccc(Cl)cc1,,5.899998417198648,,6.0999990348465305,,,,5.59999938302362,,,,,,,,,,,,
CHEMBL2003286,COc1cc(C=C2SC(=O)NC2=O)ccc1O,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2003341,O=C(NC(CO)c1cc(Cl)cc(Cl)c1)c1ccc(-c2ccncc2)cc1,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2003420,O=C(NCCCCCCNC(=O)NCc1cccnc1)NCc1cccnc1,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2003456,O=c1[nH]c2cc(-c3ccccc3)cnc2[nH]1,,5.300000202445418,,5.100000128334196,,,,5.200000237109354,,,,,,,,,,,,
CHEMBL2003482,O=C(Cc1ccc(Cl)cc1)Nc1[nH]nc2c1CCC2,,6.0,,6.399996913372259,,,<,5.200000237109354,,,,,,,,,,,,
CHEMBL2003514,COc1cccc(C(C)NC(=O)c2cnc(-c3ccncc3)nc2)c1,,,,,,,<,5.499999678657065,,,<,5.40000018605658,<,5.40000018605658,<,5.800000874803203,,,,
CHEMBL2003524,CCc1nc2c(c3cc(OC)c(OC)cc13)C(=O)NC2=O,,5.499999678657065,,6.399996913372259,,,,6.0999990348465305,,,,,,,,,,,,
CHEMBL2003637,O=[N+]([O-])c1cccc(-c2nnc3ccc(N4CCCCC4)nn23)c1,,,,6.199998172182031,,,,,,,,,,,,,,,,
CHEMBL2003638,O=C(Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12)c1cccc(F)c1,,8.0,<,7.599980364934842,,,,7.899974269892137,,,,7.0,,5.899998417198648,,6.900008766455316,,,,
CHEMBL2003657,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3c(-c4ccc(F)cc4)nc4sccn34)cc21,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2003682,O=c1cc(-c2ccncc2)nc(NCc2cc(F)cc(F)c2)[nH]1,,,,6.0999990348465305,,,,,,,,,,,,,,,,
CHEMBL2003689,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(-c2ccc(OCCC(=O)O)cc2)n1,,,,,,,<,5.499999678657065,,,<,5.40000018605658,,6.199998172182031,,,,,,
CHEMBL2003768,COc1ccc(CNc2c(Nc3ccncc3)c(=O)c2=O)c(OC)c1,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2003785,Fc1cccc(CNc2ncnc3[nH]cnc23)c1,,,,,,,,5.300000202445418,,,,4.499999953328896,,4.900000142057633,<,4.200000030616179,,,,
CHEMBL2003817,O=C(Nc1cnccn1)Nc1ccnc2cc(C(F)(F)F)ccc12,<,5.100000128334196,,5.700000503883016,,,,5.499999678657065,,,,,,,,,,,,
CHEMBL2003856,COCCN(CCOC)c1nc(OC)cc(-c2c[nH]c3ncccc23)n1,,,,,,,,,,,<,5.59999938302362,,,<,5.59999938302362,,,,
CHEMBL2003952,CC(C)(O)c1c(-c2ccccc2)n[nH]c(=O)c1N,,,,,,,,4.300000029139088,,,,,,4.300000029139088,,,,,,
CHEMBL2004025,COCOc1cccc(OCOC)c1-c1ccc(NS(C)(=O)=O)cc1C(=O)OC,,,,,,,<,5.499999678657065,,,,5.800000874803203,,6.299997602857746,,6.599997654072044,,,,
CHEMBL2004033,O=c1[nH]n2ccccc2c1Br,,,,,,,,,,,,,,5.40000018605658,,,,,,
CHEMBL2004072,COC(=O)c1cc2c(-c3cccc(F)c3)cncc2s1,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2004118,CCc1nc(Nc2ccc(N3CCOCC3)c(Cl)c2)nc2[nH]ccc12,,,,,,,,5.499999678657065,,,<,5.40000018605658,<,5.40000018605658,<,5.800000874803203,,,,
CHEMBL2004156,O=c1cc(-c2cccc(F)c2)[nH]c2c(-c3ccc(F)cc3)cnn12,,,<,5.100000128334196,,,,,,,,,,,,,,,,
CHEMBL2004159,COc1cccc(CNC(=O)c2cnc(-c3ccncc3)nc2)c1,,,,,,,<,5.499999678657065,,,<,5.40000018605658,<,5.40000018605658,<,5.800000874803203,,,,
CHEMBL2004290,COc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(CC(C)(C)O)c5)cnc(N)c34)cc2)cc1,<,5.100000128334196,,5.100000128334196,,,<,5.200000237109354,,,<,5.40000018605658,,6.699991797446187,,5.899998417198648,,,,
CHEMBL2004311,Cc1cc(C)cc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)c(C)c2)c1,,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2004355,CCOc1nc(C(=O)NCc2ccc(S(N)(=O)=O)cc2)cc(N)c1C#N,<,5.100000128334196,<,5.100000128334196,,,<,5.0,,,,,,,,,,,,
CHEMBL2004365,CCOC(=O)C1=C(N)n2c(sc(=Cc3cccs3)c2=O)=C(C(N)=O)C1c1cccs1,<,5.100000128334196,,5.300000202445418,,,,5.100000128334196,,,,,,,,,,,,
